Genotype ,Treatment,Letter,Aperture
Col-0,Mock,C,0.759
Col-0,Mock,C,0.549
Col-0,Mock,C,0.64
Col-0,Mock,C,0.089
Col-0,Mock,C,0.366
Col-0,Mock,C,1.103
Col-0,Mock,C,0.089
Col-0,Mock,C,0.126
Col-0,Mock,C,0.126
slac1-3,Mock,C,0.669
slac1-3,Mock,C,0.497
slac1-3,Mock,C,0.2
slac1-3,Mock,C,1
slac1-3,Mock,C,0.388
slac1-3,Mock,C,0.239
slac1-3,Mock,C,0.366
slac1-3,Mock,C,0.328
slac1-3,Mock,C,0.094
slac1-3,Mock,C,0.614
slac1-3,Mock,C,0.178
slac1-3,Mock,C,0.695
slac1-3,Mock,C,0.604
slac1-3,Mock,C,0.998
slac1-3,Mock,C,0.067
slac1-3,Mock,C,0.409
slac1-3,Mock,C,0.226
slac1-3,Mock,C,1.934
slac1-3,Mock,C,0.631
slac1-3,Mock,C,1.189
slac1-3,Mock,C,0.473
slac1-3,Mock,C,0.716
slac1-3,Mock,C,0.388
slac1-3,Mock,C,0.126
slac1-3,Mock,C,0.427
slac1-3,Mock,C,0.203
slac1-3,Mock,C,0.76
slac1-3,Mock,C,0.421
slac1-3,Mock,C,1.564
slac1-3,Mock,C,1.142
slac1-3,Mock,C,1.293
slac1-3,Mock,C,1.794
slac1-3,Mock,C,3.418
slac1-3,Mock,C,2.619
slac1-3,Mock,C,1.287
slac1-3,Mock,C,1.411
Col-0,0mM,D,0.597
Col-0,0mM,D,0.756
Col-0,0mM,D,1.533
Col-0,0mM,D,1.533
Col-0,0mM,D,1.099
Col-0,0mM,D,1.471
Col-0,0mM,D,1.32
Col-0,0mM,D,1.645
Col-0,0mM,D,0.723
Col-0,0mM,D,1.135
Col-0,0mM,D,0.686
Col-0,0mM,D,0.579
Col-0,0mM,D,0.427
Col-0,0mM,D,0.427
Col-0,0mM,D,0.266
Col-0,0mM,D,0.938
Col-0,0mM,D,1.51
Col-0,0mM,D,0.666
Col-0,0mM,D,1.562
Col-0,0mM,D,1.562
Col-0,0mM,D,0.777
Col-0,0mM,D,0.52
Col-0,0mM,D,1.325
Col-0,0mM,D,0.953
Col-0,0mM,D,1.32
Col-0,0mM,D,0.368
Col-0,0mM,D,0.872
Col-0,0mM,D,1.117
Col-0,0mM,D,0.824
Col-0,0mM,D,1.266
Col-0,0mM,D,0.583
slac1-3,0mM,D,1.081
slac1-3,0mM,D,1.344
slac1-3,0mM,D,1.551
slac1-3,0mM,D,1.2
slac1-3,0mM,D,0.695
slac1-3,0mM,D,1.173
slac1-3,0mM,D,1.49
slac1-3,0mM,D,1.176
slac1-3,0mM,D,0.941
slac1-3,0mM,D,1.568
slac1-3,0mM,D,1.356
slac1-3,0mM,D,1.405
slac1-3,0mM,D,1.341
slac1-3,0mM,D,1.646
slac1-3,0mM,D,0.813
slac1-3,0mM,D,1.45
slac1-3,0mM,D,2.344
slac1-3,0mM,D,1.513
slac1-3,0mM,D,1.416
slac1-3,0mM,D,1.421
slac1-3,0mM,D,2.449
slac1-3,0mM,D,1.908
slac1-3,0mM,D,3.348
slac1-3,0mM,D,2.439
slac1-3,0mM,D,1.314
slac1-3,0mM,D,1.743
slac1-3,0mM,D,1.228
slac1-3,0mM,D,1.476
slac1-3,0mM,D,2.709
slac1-3,0mM,D,2.91
slac1-3,0mM,D,2.526
slac1-3,0mM,D,3.176
slac1-3,0mM,D,2.093
slac1-3,0mM,D,2.293
slac1-3,0mM,D,1.519
slac1-3,0mM,D,1.715
slac1-3,0mM,D,3.136
slac1-3,0mM,D,1.519
slac1-3,0mM,D,2.156
slac1-3,0mM,D,2.222
slac1-3,0mM,D,1.581
slac1-3,0mM,D,1.244
slac1-3,0mM,D,2.217
slac1-3,0mM,D,2.202
Col-0,0.4mM,E,0.593
Col-0,0.4mM,E,1.096
Col-0,0.4mM,E,1.52
Col-0,0.4mM,E,1.468
Col-0,0.4mM,E,1.293
Col-0,0.4mM,E,1.344
Col-0,0.4mM,E,1.087
Col-0,0.4mM,E,1.648
Col-0,0.4mM,E,0.824
Col-0,0.4mM,E,0.927
Col-0,0.4mM,E,1.011
Col-0,0.4mM,E,1.067
Col-0,0.4mM,E,1.001
Col-0,0.4mM,E,1.546
Col-0,0.4mM,E,2.12
Col-0,0.4mM,E,2.541
Col-0,0.4mM,E,1.267
Col-0,0.4mM,E,1.627
Col-0,0.4mM,E,1.2
Col-0,0.4mM,E,2.154
Col-0,0.4mM,E,0.679
Col-0,0.4mM,E,0.471
Col-0,0.4mM,E,0.869
Col-0,0.4mM,E,0.596
Col-0,0.4mM,E,0.492
slac1-3,0.4mM,E,1.497
slac1-3,0.4mM,E,1.644
slac1-3,0.4mM,E,1.776
slac1-3,0.4mM,E,2.444
slac1-3,0.4mM,E,1.38
slac1-3,0.4mM,E,1.64
slac1-3,0.4mM,E,2.228
slac1-3,0.4mM,E,2.034
slac1-3,0.4mM,E,2.718
slac1-3,0.4mM,E,1.58
slac1-3,0.4mM,E,2.487
slac1-3,0.4mM,E,2.425
slac1-3,0.4mM,E,1.968
slac1-3,0.4mM,E,1.212
slac1-3,0.4mM,E,2.327
slac1-3,0.4mM,E,1.959
slac1-3,0.4mM,E,2.06
slac1-3,0.4mM,E,0.849
slac1-3,0.4mM,E,0.849
slac1-3,0.4mM,E,1.409
slac1-3,0.4mM,E,1.644
slac1-3,0.4mM,E,0.961
slac1-3,0.4mM,E,1.959
slac1-3,0.4mM,E,1.183
slac1-3,0.4mM,E,1.048
slac1-3,0.4mM,E,0.848
slac1-3,0.4mM,E,0.9
slac1-3,0.4mM,E,0.874
slac1-3,0.4mM,E,2.665
slac1-3,0.4mM,E,0.978
slac1-3,0.4mM,E,2.511
slac1-3,0.4mM,E,1.413
slac1-3,0.4mM,E,1.59
slac1-3,0.4mM,E,2.152
slac1-3,0.4mM,E,1.638
slac1-3,0.4mM,E,3.554
slac1-3,0.4mM,E,2.666
slac1-3,0.4mM,E,1.137
slac1-3,0.4mM,E,2.922
Col-0,1mM,F,2.93
Col-0,1mM,F,2.861
Col-0,1mM,F,2.199
Col-0,1mM,F,1.942
Col-0,1mM,F,1.956
Col-0,1mM,F,2.837
Col-0,1mM,F,2.402
Col-0,1mM,F,3.917
Col-0,1mM,F,2.025
Col-0,1mM,F,1.319
Col-0,1mM,F,2.582
Col-0,1mM,F,2.443
Col-0,1mM,F,2.559
Col-0,1mM,F,3.265
Col-0,1mM,F,2.851
Col-0,1mM,F,1.763
Col-0,1mM,F,2.218
Col-0,1mM,F,2.413
Col-0,1mM,F,1.697
Col-0,1mM,F,2.335
Col-0,1mM,F,2.832
Col-0,1mM,F,2.247
Col-0,1mM,F,2.247
Col-0,1mM,F,2.678
Col-0,1mM,F,1.672
Col-0,1mM,F,1.859
Col-0,1mM,F,1.084
Col-0,1mM,F,4.237
Col-0,1mM,F,1.708
Col-0,1mM,F,1.166
Col-0,1mM,F,4.172
Col-0,1mM,F,2.479
Col-0,1mM,F,1.479
Col-0,1mM,F,2.079
Col-0,1mM,F,2.391
Col-0,1mM,F,1.966
Col-0,1mM,F,3.307
Col-0,1mM,F,3.437
Col-0,1mM,F,1.803
Col-0,1mM,F,2.914
Col-0,1mM,F,2.043
Col-0,1mM,F,2.79
Col-0,1mM,F,1.856
Col-0,1mM,F,1.51
Col-0,1mM,F,1.041
Col-0,1mM,F,1.183
Col-0,1mM,F,1.262
Col-0,1mM,F,0.687
Col-0,1mM,F,1.571
Col-0,1mM,F,4.15
Col-0,1mM,F,2.072
Col-0,1mM,F,2.169
Col-0,1mM,F,2.848
Col-0,1mM,F,2.979
Col-0,1mM,F,2.294
Col-0,1mM,F,1.959
Col-0,1mM,F,2.732
Col-0,1mM,F,3.083
Col-0,1mM,F,1.422
Col-0,1mM,F,3.613
slac1-3,1mM,F,2.554
slac1-3,1mM,F,1.803
slac1-3,1mM,F,1.87
slac1-3,1mM,F,0.942
slac1-3,1mM,F,1.387
slac1-3,1mM,F,1.413
slac1-3,1mM,F,2.422
slac1-3,1mM,F,0.993
slac1-3,1mM,F,3.307
slac1-3,1mM,F,2.695
slac1-3,1mM,F,2.88
slac1-3,1mM,F,3.09
slac1-3,1mM,F,1.559
slac1-3,1mM,F,1.933
slac1-3,1mM,F,1.155
slac1-3,1mM,F,1.787
slac1-3,1mM,F,1.15
slac1-3,1mM,F,1.244
slac1-3,1mM,F,1.153
slac1-3,1mM,F,2.194
slac1-3,1mM,F,2.191
slac1-3,1mM,F,2.525
slac1-3,1mM,F,3.474
slac1-3,1mM,F,2.638
slac1-3,1mM,F,2.402
slac1-3,1mM,F,2.228
slac1-3,1mM,F,1.336
slac1-3,1mM,F,1.152
slac1-3,1mM,F,1.798
slac1-3,1mM,F,1.822
slac1-3,1mM,F,2.423
slac1-3,1mM,F,1.626
slac1-3,1mM,F,1.851
slac1-3,1mM,F,1.933
slac1-3,1mM,F,2.066
slac1-3,1mM,F,1.855
slac1-3,1mM,F,0.984
slac1-3,1mM,F,1.972
slac1-3,1mM,F,1.798
slac1-3,1mM,F,1.479
slac1-3,1mM,F,1.132
slac1-3,1mM,F,2
slac1-3,1mM,F,0.631
slac1-3,1mM,F,1.672
slac1-3,1mM,F,2.475
slac1-3,1mM,F,1.13
Col-0,30mM,G,2.788
Col-0,30mM,G,1.152
Col-0,30mM,G,0.898
Col-0,30mM,G,1.201
Col-0,30mM,G,0.804
Col-0,30mM,G,1.432
Col-0,30mM,G,1.555
Col-0,30mM,G,2.226
Col-0,30mM,G,1.829
Col-0,30mM,G,0.518
Col-0,30mM,G,1.43
Col-0,30mM,G,0.961
Col-0,30mM,G,1.093
Col-0,30mM,G,0.732
Col-0,30mM,G,0.388
Col-0,30mM,G,2.316
Col-0,30mM,G,0.911
Col-0,30mM,G,0.745
Col-0,30mM,G,1.472
Col-0,30mM,G,0.672
Col-0,30mM,G,1.6
Col-0,30mM,G,1.11
Col-0,30mM,G,2.283
Col-0,30mM,G,1.158
Col-0,30mM,G,1.472
Col-0,30mM,G,0.933
Col-0,30mM,G,0.533
Col-0,30mM,G,0.888
Col-0,30mM,G,0.777
Col-0,30mM,G,0.791
Col-0,30mM,G,1.387
Col-0,30mM,G,1.411
Col-0,30mM,G,1.109
Col-0,30mM,G,0.974
Col-0,30mM,G,1.013
Col-0,30mM,G,1.015
Col-0,30mM,G,1.457
Col-0,30mM,G,0.794
Col-0,30mM,G,1.369
Col-0,30mM,G,0.372
Col-0,30mM,G,1.123
Col-0,30mM,G,0.549
Col-0,30mM,G,0.24
Col-0,30mM,G,1.053
Col-0,30mM,G,1.435
Col-0,30mM,G,0.702
Col-0,30mM,G,0.518
Col-0,30mM,G,0.957
Col-0,30mM,G,0.764
Col-0,30mM,G,0.537
Col-0,30mM,G,0.947
Col-0,30mM,G,1.51
Col-0,30mM,G,0.549
Col-0,30mM,G,1.367
Col-0,30mM,G,0.669
Col-0,30mM,G,0.24
Col-0,30mM,G,0.721
Col-0,30mM,G,0.537
Col-0,30mM,G,1.162
Col-0,30mM,G,0.656
Col-0,30mM,G,1.759
slac1-3,30mM,G,1.053
slac1-3,30mM,G,0.751
slac1-3,30mM,G,1.545
slac1-3,30mM,G,1.777
slac1-3,30mM,G,2.266
slac1-3,30mM,G,1.928
slac1-3,30mM,G,1.208
slac1-3,30mM,G,2.201
slac1-3,30mM,G,1.005
slac1-3,30mM,G,1.602
slac1-3,30mM,G,1.202
slac1-3,30mM,G,2.413
slac1-3,30mM,G,1.273
slac1-3,30mM,G,1.293
slac1-3,30mM,G,0.728
slac1-3,30mM,G,0.869
slac1-3,30mM,G,1.344
slac1-3,30mM,G,3.199
slac1-3,30mM,G,0.813
slac1-3,30mM,G,0.853
slac1-3,30mM,G,1.691
slac1-3,30mM,G,3.57
slac1-3,30mM,G,1.234
slac1-3,30mM,G,2.069
slac1-3,30mM,G,2.641
slac1-3,30mM,G,1.966
slac1-3,30mM,G,2.553
slac1-3,30mM,G,1.907
slac1-3,30mM,G,1.074
slac1-3,30mM,G,3.394
slac1-3,30mM,G,1.621
slac1-3,30mM,G,2.199
slac1-3,30mM,G,2.337
slac1-3,30mM,G,1.081
slac1-3,30mM,G,1.727
slac1-3,30mM,G,3.02
slac1-3,30mM,G,1.561
slac1-3,30mM,G,1.592
slac1-3,30mM,G,1.163
slac1-3,30mM,G,1.633
Col-0,50mM,H,0.894
Col-0,50mM,H,0.853
Col-0,50mM,H,0.569
Col-0,50mM,H,1.074
Col-0,50mM,H,1.455
Col-0,50mM,H,1.034
Col-0,50mM,H,0.409
Col-0,50mM,H,0.659
Col-0,50mM,H,0.928
Col-0,50mM,H,0.666
Col-0,50mM,H,0.604
Col-0,50mM,H,0.213
Col-0,50mM,H,0.48
Col-0,50mM,H,0.833
Col-0,50mM,H,0.76
Col-0,50mM,H,0.73
Col-0,50mM,H,1.237
Col-0,50mM,H,0.804
Col-0,50mM,H,1.037
Col-0,50mM,H,1.49
Col-0,50mM,H,0.199
Col-0,50mM,H,0.067
Col-0,50mM,H,0.388
Col-0,50mM,H,0.355
Col-0,50mM,H,0.178
Col-0,50mM,H,0.333
Col-0,50mM,H,0.298
Col-0,50mM,H,0.853
Col-0,50mM,H,0.989
Col-0,50mM,H,0.612
Col-0,50mM,H,0.577
Col-0,50mM,H,0.44
Col-0,50mM,H,0.935
Col-0,50mM,H,1.011
Col-0,50mM,H,1.295
Col-0,50mM,H,0.647
Col-0,50mM,H,1.465
Col-0,50mM,H,0.457
Col-0,50mM,H,0.81
Col-0,50mM,H,1.334
Col-0,50mM,H,0.899
Col-0,50mM,H,0.853
Col-0,50mM,H,0.944
Col-0,50mM,H,1.525
Col-0,50mM,H,0.791
Col-0,50mM,H,0.869
Col-0,50mM,H,0.993
Col-0,50mM,H,1.163
Col-0,50mM,H,0.854
Col-0,50mM,H,0.845
Col-0,50mM,H,1.034
Col-0,50mM,H,0.518
Col-0,50mM,H,1.074
Col-0,50mM,H,3.525
Col-0,50mM,H,1.49
Col-0,50mM,H,0.759
Col-0,50mM,H,0.596
Col-0,50mM,H,0.666
Col-0,50mM,H,0.64
Col-0,50mM,H,1.322
Col-0,50mM,H,1.359
Col-0,50mM,H,1.07
slac1-3,50mM,H,0.183
slac1-3,50mM,H,1.645
slac1-3,50mM,H,0.453
slac1-3,50mM,H,0.377
slac1-3,50mM,H,0.447
slac1-3,50mM,H,0.397
slac1-3,50mM,H,1.665
slac1-3,50mM,H,1.034
slac1-3,50mM,H,0.961
slac1-3,50mM,H,1.461
slac1-3,50mM,H,1.172
slac1-3,50mM,H,0.596
slac1-3,50mM,H,1.386
slac1-3,50mM,H,1.199
slac1-3,50mM,H,1.732
slac1-3,50mM,H,1.373
slac1-3,50mM,H,2.124
slac1-3,50mM,H,1.099
slac1-3,50mM,H,1.084
slac1-3,50mM,H,2.801
slac1-3,50mM,H,1.829
slac1-3,50mM,H,2.698
slac1-3,50mM,H,1.743
slac1-3,50mM,H,1.685
slac1-3,50mM,H,2.557
slac1-3,50mM,H,2.357
slac1-3,50mM,H,2.004
slac1-3,50mM,H,1.932
slac1-3,50mM,H,1.611
slac1-3,50mM,H,1.411
slac1-3,50mM,H,1.247
slac1-3,50mM,H,1.32
slac1-3,50mM,H,4.888
slac1-3,50mM,H,2.309
slac1-3,50mM,H,2.717
slac1-3,50mM,H,1.416
slac1-3,50mM,H,2.514
slac1-3,50mM,H,1.94
slac1-3,50mM,H,1.73
slac1-3,50mM,H,2.675
slac1-3,50mM,H,7.592
slac1-3,50mM,H,1.084
slac1-3,50mM,H,2.23
slac1-3,50mM,H,2.685
slac1-3,50mM,H,2.275
slac1-3,50mM,H,1.609
slac1-3,50mM,H,1.61
slac1-3,50mM,H,2.662
slac1-3,50mM,H,1.519
slac1-3,50mM,H,2.457
slac1-3,50mM,H,3.056
slac1-3,50mM,H,1.208
slac1-3,50mM,H,2.45
slac1-3,50mM,H,2.316
slac1-3,50mM,H,2.94
slac1-3,50mM,H,2.043
slac1-3,50mM,H,1.775
slac1-3,50mM,H,1.569
slac1-3,50mM,H,3.086
slac1-3,50mM,H,1.885
slac1-3,50mM,H,1.132
slac1-3,50mM,H,2.402
slac1-3,50mM,H,3.554
Col-0,100mM,I,0.32
Col-0,100mM,I,0.485
Col-0,100mM,I,0.434
Col-0,100mM,I,0.16
Col-0,100mM,I,0.333
Col-0,100mM,I,0.094
Col-0,100mM,I,0.239
Col-0,100mM,I,0.298
Col-0,100mM,I,0.188
Col-0,100mM,I,0.844
Col-0,100mM,I,0.222
Col-0,100mM,I,0.284
Col-0,100mM,I,1.074
Col-0,100mM,I,0.311
Col-0,100mM,I,0.222
Col-0,100mM,I,0.497
Col-0,100mM,I,0.497
Col-0,100mM,I,0.259
Col-0,100mM,I,0.533
Col-0,100mM,I,0.199
Col-0,100mM,I,0.377
Col-0,100mM,I,0.149
Col-0,100mM,I,0.22
Col-0,100mM,I,0.281
Col-0,100mM,I,0.333
Col-0,100mM,I,0.48
Col-0,100mM,I,0.446
Col-0,100mM,I,0.761
Col-0,100mM,I,0.734
Col-0,100mM,I,0.179
Col-0,100mM,I,0.239
Col-0,100mM,I,0.535
Col-0,100mM,I,0.359
Col-0,100mM,I,0.222
Col-0,100mM,I,0.137
Col-0,100mM,I,0.359
Col-0,100mM,I,0.614
Col-0,100mM,I,0.906
Col-0,100mM,I,0.24
Col-0,100mM,I,0.222
slac1-3,100mM,I,0.283
slac1-3,100mM,I,1.041
slac1-3,100mM,I,1.534
slac1-3,100mM,I,0.149
slac1-3,100mM,I,0.318
slac1-3,100mM,I,0.314
slac1-3,100mM,I,0.457
slac1-3,100mM,I,0.251
slac1-3,100mM,I,2.051
slac1-3,100mM,I,2.104
slac1-3,100mM,I,1.882
slac1-3,100mM,I,1.73
slac1-3,100mM,I,1.43
slac1-3,100mM,I,2.57
slac1-3,100mM,I,2.487
slac1-3,100mM,I,1.658
slac1-3,100mM,I,0.614
slac1-3,100mM,I,0.251
slac1-3,100mM,I,0.444
slac1-3,100mM,I,0.853
slac1-3,100mM,I,0.188
slac1-3,100mM,I,0.939
slac1-3,100mM,I,1.007
slac1-3,100mM,I,0.579
slac1-3,100mM,I,0.377
slac1-3,100mM,I,0.16
slac1-3,100mM,I,0.81
slac1-3,100mM,I,0.298
slac1-3,100mM,I,0.52
slac1-3,100mM,I,0.745
slac1-3,100mM,I,2.444
slac1-3,100mM,I,0.866
slac1-3,100mM,I,1.176
slac1-3,100mM,I,2.187
slac1-3,100mM,I,1.874
slac1-3,100mM,I,1.335
slac1-3,100mM,I,1.806
slac1-3,100mM,I,1.416
slac1-3,100mM,I,1.676
slac1-3,100mM,I,1.046
slac1-3,100mM,I,0.935
slac1-3,100mM,I,0.167
slac1-3,100mM,I,1.749
