,obs,Group,time,elapsed,date,hhmmss,averaging,fanrpm,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID,P1_dur,P1_Fmax,T@P1_Fmax,Q@P1_Fmax,P1_PredF,P1_??F,P2_dur,P2_ramp,P2_int,P2_int_se,P2_slp,P2_slp_se,P2_R2,P2_dQdt,P3_dur,P3_Fmax,T@P3_Fmax,Q@P3_Fmax,P3_PredF,P3_??F,ID,Dur,DCo,InitSlope,Fo,F1,T@F1,T@HIR,F2,T@F2,DCmax,T@DCmax,PhiPS2_dc,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,??Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,??CO2,CO2_s_d,CO2_r_d,??H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,??CO2:MN,??CO2:SLP,??CO2:SD,??CO2:OK,??H2O:MN,??H2O:SLP,??H2O:SD,??H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
2.5.24,20,c,1714649740,13495,20240502 14:35:40,14:35:40,none,5556.78,1714649740,0.000857227,0.857227475,4.982251058,417.965,290.8675127,29.27192477,42.06258693,0.067604638,2.017103416,0.066370641,0.041590645,63.8286684,26.3700647,25.6608,3.307122457,59.96549981,2.041866801,3.405069261,1.265255657,-37.80373164,53.60094251,5.672377315,85.29825658,0,0,1,0,26282,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,399.929,335.94036,0.84,0.1596,2,0.5,0: Broadleaf,2,1714649740,417.965,419.977,20.2895,19.9731,417.739,20.1385,530.869,100.593,0.0436249,26.1537,25.6608,999.9,0,0,5090,0,0.226619,-2.03079,426.602,428.537,0.315273,419.977,19.9731,2.04086,2.00915,17.765,17.5166,399.929,1,0,0,335.968,4.99918,1393.7,3829.34,37,40.75,38.812,41.812,40.25,394.93,0,0,1714649739,0,335.6523077,-3.231247864,-4.451965792,1395.978462,15,1714649757,14:35:57,1714649757,1714649754,199,0.019,0.002,0.226,0.151,420,20,1.87,1.25,-2.245603,-0.24535272,0.15375018,0,0.31883135,0.012330259,0.004691384,1,1,2,01-Feb,3.1474,2.65171,0.102475,0.104009,0.100978,0.101355,26712.2,28121.4,28275.5,29335.4,32734.4,33361.3,40381.6,41576.9,1.8746,1.791,0.0932813,0,24.13,999.9,66.5,27.3,24.0839,29.2819,11.0296,1,-0.180793,-0.385403,20.299,5.22927,11.8985,4.962,3.292,6144.6,9999,8261.9,105.9,1.85834,1.85361,1.85562,1.85577,1.85547,1.85532,1.85025,1.85226,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.226,0.151,0.2077,0,0,0,0.149805,0,0,0,-1,-1,-1,-1,0.7,0.8,1.02539,2.50366,1.59424,2.14966,1.50269,2.24731,31.4115,13.4403,18,526.844,511.281,25,25.1008,30.0001,25.146,25.128,20.6016,18.3452,65.0179,25,420,19.9227,100.835,100.676
2.5.24,21,c,1714649800,13555,20240502 14:36:40,14:36:40,none,5557.08,1714649800,0.000849139,0.849139221,5.211503333,417.95,284.7280191,28.65347952,42.06021523,0.067218505,2.02194477,0.066001292,0.041358333,63.8676108,26.37067876,25.6356,3.302181657,59.97265964,2.041845075,3.40462652,1.260336583,-37.44703965,56.23675589,5.936249312,88.59357636,0,0,1,0,26400,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.173,336.14532,0.84,0.1596,2,0.5,0: Broadleaf,2,1714649800,417.95,420.049,20.2897,19.976,417.721,20.1377,530.386,100.591,0.0435621,26.1515,25.6356,999.9,0,0,5110,0,0.226619,-2.10138,426.602,428.61,0.313034,420.049,19.976,2.04088,2.0094,17.7651,17.5186,400.173,1,0,0,334.954,4.99918,1385.76,3831.71,35.937,38.625,37.562,38.5,38.812,395.17,0,0,1714649799,0,334.4447692,-0.289709384,-10.17606841,1386.698846,15,1714649820,14:36:59,1714649820,1714649817,200,0.003,0.001,0.229,0.152,420,20,1.87,0.87,-2.2403625,-0.309538311,0.196517509,0,0.325298325,-0.010674968,0.005395627,1,1,2,01-Feb,3.14687,2.65174,0.102472,0.104022,0.100975,0.101366,26712.2,28121.3,28275.4,29335.7,32734,33361.2,40381,41577.3,1.874,1.7914,0.0920892,0,24.1243,999.9,66.5,27.3,24.0867,29.4319,11.266,1,-0.181057,-0.385621,20.2999,5.23047,11.8973,4.962,3.292,6145.7,9999,8278.7,105.9,1.85825,1.85361,1.85562,1.85577,1.85547,1.85532,1.85022,1.85236,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.229,0.152,0.2262,0,0,0,0.1513,0,0,0,-1,-1,-1,-1,0.7,0.8,1.02539,2.49023,1.59424,2.14722,1.50269,2.33032,31.3898,13.4316,18,526.389,511.464,24.9998,25.0924,30,25.1375,25.1197,20.6013,18.3452,65.0179,25,420,19.9472,100.834,100.677
2.5.24,22,c,1714649860,13615,20240502 14:37:40,14:37:40,none,5556.96,1714649860,0.000888226,0.88822617,5.192264282,417.82,291.1896887,29.30106457,42.04328407,0.070762952,1.983946065,0.069390103,0.043489941,63.8074416,26.32412048,25.6096,3.297090766,60.13834249,2.043217873,3.39752941,1.253872893,-39.1707741,54.18517622,5.827444788,84.64928851,0,0,1,0,25479,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,399.796,335.82864,0.84,0.1596,2,0.5,0: Broadleaf,2,1714649860,417.82,419.917,20.3052,19.9772,417.707,20.1552,530.604,100.581,0.0443508,26.1162,25.6096,999.9,0,0,4955,0,0.226619,-1.98047,426.599,428.477,0.330328,419.917,19.9772,2.04256,2.00933,17.7782,17.5181,399.796,1,0,0,333.951,4.99918,1377.8,3828.06,35.062,37.687,36.75,37.187,38,394.8,0,0,1714649859,0,333.626,-3.020854698,-5.140854683,1379.431154,15,1714649877,14:37:57,1714649876,1714649877,201,-0.116,-0.002,0.113,0.15,420,20,1.73,0.95,-2.207299,0.532104991,0.224810156,0,0.330202775,0.003761144,0.004580359,1,1,2,01-Feb,3.14711,2.65186,0.102464,0.103991,0.101033,0.101364,26713.9,28122.7,28276.8,29336.1,32734.2,33362.3,40383.8,41578.6,1.8756,1.791,0.0916421,0,24.1057,999.9,66.5,27.3,24.085,29.9419,11.1378,1,-0.182134,-0.393028,20.3012,5.23047,11.8961,4.962,3.292,6147.1,9999,8299.8,106,1.85831,1.85361,1.85562,1.85577,1.85547,1.85532,1.85028,1.85232,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.113,0.15,0.228952381,0,0,0,0.15232381,0,0,0,-1,-1,-1,-1,0.7,0.7,1.02539,2.49634,1.59424,2.15088,1.50269,2.34253,31.4115,13.4316,18,527.277,511.086,24.9998,25.0797,30.0001,25.1249,25.1072,20.6044,18.3452,65.0179,25,420,19.9703,100.84,100.679
2.5.24,23,c,1714649920,13675,20240502 14:38:40,14:38:40,none,5557.17,1714649920,0.000937179,0.937178857,5.311152141,417.822,294.5543912,29.64125101,42.04577202,0.074536715,2.049775792,0.073063052,0.045794384,63.8692068,26.287693,25.6135,3.297853963,60.12898867,2.041306322,3.394878855,1.256547641,-41.32958759,54.09342738,5.630479554,82.26352615,0,0,1,0,27085,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.183,336.15372,0.84,0.1596,2,0.5,0: Broadleaf,2,1714649920,417.822,419.971,20.2851,19.9391,417.638,20.1341,530.733,100.589,0.0418237,26.103,25.6135,999.9,0,0,5225,0,0.226619,-2.22064,426.4,428.515,0.345032,419.971,19.9391,2.04036,2.00565,17.761,17.489,400.183,1,0,0,332.538,4.99918,1377.26,3831.81,35.75,39.187,37.625,39.187,38.937,395.18,0,0,1714649919,0,332.3554231,-0.449675203,-3.618119692,1377.053462,15,1714649942,14:39:01,1714649942,1714649935,202,0.071,0.001,0.184,0.151,420,20,1.75,1.09,-2.395441,0.456008105,0.164839233,0,0.34951035,-0.071517366,0.008007851,1,1,2,01-Feb,3.14724,2.65062,0.102461,0.104012,0.100967,0.101235,26714,28122.2,28276.9,29336.2,32736.8,33367.7,40384.1,41579.4,1.8748,1.7914,0.089407,0,24.1463,999.9,66.5,27.3,24.0861,29.5219,11.0417,1,-0.182886,-0.388017,20.2998,5.21969,11.8973,4.96,3.2896,6148.4,9999,8320.1,106,1.85825,1.85361,1.85562,1.85577,1.85547,1.85532,1.85028,1.85239,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.184,0.151,0.1131,0,0,0,0.149975,0,0,0,-1,-1,-1,-1,0.7,0.7,1.02539,2.50244,1.59424,2.14966,1.50269,2.32666,31.4115,13.4141,18,526.658,511.23,25.0001,25.0671,30,25.1123,25.0947,20.603,18.5845,65.0179,25,420,19.8905,100.84,100.68
2.5.24,24,c,1714649980,13735,20240502 14:39:40,14:39:40,none,5556.96,1714649980,0.000930466,0.930466474,6.111019127,417.671,275.9704739,27.77138895,42.03095944,0.073938308,1.974194076,0.072433656,0.045403672,63.8187732,26.30935211,25.6199,3.299106722,60.06455889,2.040711053,3.39752941,1.258395668,-41.03357149,52.82257434,5.70925835,81.3170344,0,0,1,0,25242,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,399.867,335.88828,0.84,0.1596,2,0.5,0: Broadleaf,2,1714649980,417.671,420.118,20.279,19.9358,417.481,20.127,531.234,100.588,0.0437399,26.1162,25.6199,999.9,0,0,4915,0,0.226619,-2.45312,426.31,428.664,0.342497,420.118,19.9358,2.03975,2.0053,17.7563,17.4862,399.867,1,0,0,331.088,4.99918,1373.22,3828.75,36.312,40.125,38.25,40.687,39.625,394.87,0,0,1714649979,0,330.9972308,0.214085478,-3.381196589,1374.207692,15,1714649998,14:39:58,1714649998,1714649994,203,0.006,0.001,0.19,0.152,420,20,1.59,0.89,-2.33051175,0.18486743,0.152448318,0,0.3416651,0.002985591,0.004554406,1,1,2,01-Feb,3.14779,2.65108,0.102433,0.104042,0.100942,0.101225,26715.9,28122,28278,29336.9,32738.1,33368.5,40384.5,41579.9,1.8748,1.7908,0.0880659,0,24.1747,999.9,66.5,27.3,24.0851,29.6119,11.1779,1,-0.184024,-0.386928,20.3015,5.23047,11.8973,4.9616,3.292,6149.7,9999,8340.3,106,1.85825,1.85364,1.85562,1.85577,1.85547,1.85532,1.85028,1.85232,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.19,0.152,0.183904762,0,0,0,0.151266667,0,0,0,-1,-1,-1,-1,0.6,0.8,1.02539,2.51099,1.59424,2.14966,1.50269,2.229,31.4115,13.4141,18,526.561,510.722,25.0002,25.0565,30,25.1018,25.0822,20.6012,18.5845,65.0179,25,420,19.8833,100.843,100.682
2.5.24,25,c,1714650040,13795,20240502 14:40:40,14:40:40,none,5557.17,1714650040,0.000953883,0.953882943,5.492638945,417.866,292.345158,29.41521122,42.0448785,0.07568812,1.970330671,0.074109205,0.046457369,63.8492568,26.34087592,25.637,3.302455977,59.95463709,2.041762392,3.405512052,1.260693585,-42.06623781,55.11987599,5.970942926,82.87383791,0,0,1,0,25146,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.058,336.04872,0.84,0.1596,2,0.5,0: Broadleaf,2,1714650040,417.866,420.085,20.2922,19.9402,417.554,20.1392,530.981,100.574,0.0440893,26.1559,25.637,999.9,0,0,4900,0,0.226619,-2.34119,426.396,428.632,0.351236,420.085,19.9402,2.04079,2.00546,17.7644,17.4875,400.058,1,0,0,329.398,4.99918,1371.17,3830.6,36.875,40.812,38.812,41.937,40.187,395.06,0,0,1714650039,0,329.5536538,-1.635794849,-2.940854707,1371.631538,15,1714650075,14:41:15,1714650075,1714650055,204,0.122,0,0.312,0.153,420,20,2.54,0.9,-2.334039,0.026700113,0.146086602,1,0.352941975,0.067390728,0.011064376,1,2,2,02-Feb,3.14751,2.65137,0.102437,0.104025,0.100976,0.10123,26716.8,28122.5,28279,29336.9,32737.9,33368.5,40385.9,41580.2,1.8766,1.7912,0.0883639,0,24.1869,999.9,66.5,27.3,24.0867,29.8819,11.234,1,-0.185366,-0.387364,20.3013,5.23167,11.8961,4.962,3.292,6150.9,9999,8357.8,106,1.85828,1.85364,1.85562,1.85577,1.85547,1.85532,1.85028,1.85239,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.312,0.153,0.18985,0,0,0,0.152245,0,0,0,-1,-1,-1,-1,0.7,0.8,1.02539,2.4939,1.59424,2.14966,1.50269,2.34375,31.3898,13.3965,18,527.576,510.866,25,25.0439,29.9999,25.0892,25.0697,20.6006,18.5855,65.0179,25,420,19.9036,100.846,100.682
2.5.24,26,c,1714650100,13855,20240502 14:41:40,14:41:40,none,5557.08,1714650100,0.000920604,0.920604256,6.214512272,417.775,272.0838554,27.3790013,42.03947438,0.072967274,2.019401548,0.071533582,0.044834954,63.8605884,26.36899075,25.6471,3.304435587,59.94470232,2.043826366,3.409519586,1.260609221,-40.59864771,57.55955645,6.084626928,86.90612407,0,0,1,0,26336,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.129,336.10836,0.84,0.1596,2,0.5,0: Broadleaf,2,1714650100,417.775,420.262,20.3109,19.971,417.514,20.1549,530.689,100.582,0.0450705,26.1758,25.6471,999.9,0,0,5100,0,0.226619,-2.43576,426.487,428.826,0.336412,420.262,19.971,2.04255,2.00872,17.7781,17.5132,400.129,1,0,0,328.219,4.99918,1365.54,3831.28,36.187,39,37.812,39.062,39.062,395.13,0,0,1714650099,0,328.635,-0.166153832,-6.336068377,1365.948846,15,1714650117,14:41:56,1714650114,1714650117,205,-0.051,0.004,0.261,0.156,420,20,1.65,0.9,-2.28323439,-0.258290592,0.219147522,0,0.335821659,0.144603721,0.019896751,0,0,2,0/2,3.1472,2.65323,0.10244,0.10407,0.101044,0.101354,26717.8,28122.4,28280,29338.2,32736.6,33365,40387.2,41581.5,1.8758,1.7904,0.0876188,0,24.2093,999.9,66.5,27.3,24.0839,28.9819,11.1779,1,-0.185671,-0.384553,20.2994,5.23286,11.8961,4.962,3.292,6152,9999,8376.1,106,1.85828,1.85361,1.85562,1.85577,1.85547,1.85532,1.85025,1.85236,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.261,0.156,0.3122,0,0,0,0.152542857,0,0,0,-1,-1,-1,-1,0.4,0.8,1.02539,2.50488,1.59424,2.14966,1.50269,2.32788,31.3898,13.3703,18,526.956,510.228,24.9999,25.0313,30.0001,25.0767,25.0572,20.5976,18.4444,65.0179,25,420,19.9383,100.85,100.686
2.5.24,27,c,1714650160,13915,20240502 14:42:40,14:42:40,none,5557.17,1714650160,0.000994947,0.994946797,5.595649561,417.755,295.1476047,29.69770831,42.03444627,0.07913419,1.96664412,0.077406835,0.048531327,63.8291472,26.32781338,25.6519,3.305376755,60.08467299,2.04645686,3.405954894,1.258919895,-43.87715374,53.67021836,5.825304651,79.44751646,0,0,1,0,25056,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,399.932,335.94288,0.84,0.1596,2,0.5,0: Broadleaf,2,1714650160,417.755,420.019,20.3385,19.9714,417.562,20.1835,531.033,100.575,0.044852,26.1581,25.6519,999.9,0,0,4885,0,0.226619,-2.19534,426.498,428.578,0.368313,420.019,19.9714,2.04566,2.00862,17.8022,17.5124,399.932,1,0,0,327.98,4.99918,1359.42,3829.37,35.187,37.687,36.812,37.187,38.125,394.93,0,0,1714650159,0,328.4302308,0.147623945,-4.332649582,1360.447308,15,1714650186,14:43:06,1714650186,1714650176,206,-0.068,-0.001,0.193,0.155,420,20,2.02,1.01,-2.328394146,-0.159194425,0.173113716,0,0.35886122,0.134494328,0.015764253,0,0,2,0/2,3.14758,2.65206,0.102446,0.10402,0.101144,0.101351,26717.6,28123.6,28280,29337.7,32732.3,33364.6,40386.6,41580.9,1.8762,1.7922,0.0871718,0,24.2215,999.9,66.5,27.3,24.0841,29.9119,11.3021,1,-0.186565,-0.381917,20.3001,5.23167,11.8973,4.962,3.292,6153.4,9999,8396.3,106,1.85831,1.85364,1.85562,1.8558,1.85547,1.85532,1.85028,1.85239,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.193,0.155,0.2609,0,0,0,0.156209524,0,0,0,-1,-1,-1,-1,0.8,0.7,1.02539,2.5,1.59424,2.15088,1.50269,2.26929,31.4115,13.3615,18,527.09,511.305,25.0003,25.0207,30,25.064,25.0468,20.6008,18.3867,65.0179,25,420,19.9594,100.849,100.685
2.5.24,28,c,1714650220,13975,20240502 14:43:40,14:43:40,none,5556.96,1714650220,0.001011867,1.011867225,6.184580856,417.456,285.3235685,28.706279,42.00006494,0.080665177,2.063947945,0.0789538,0.049496862,63.871122,26.25973786,25.6182,3.298773917,60.19659653,2.043601527,3.394878855,1.25517239,-44.62334464,53.94445306,5.576549224,78.76877964,0,0,1,0,27434,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.195,336.1638,0.84,0.1596,2,0.5,0: Broadleaf,2,1714650220,417.456,419.946,20.3122,19.9386,417.226,20.1562,530.682,100.567,0.0425611,26.103,25.6182,999.9,0,0,5285,0,0.226619,-2.52628,426.074,428.489,0.372616,419.946,19.9386,2.04264,2.00517,17.7788,17.4852,400.195,1,0,0,327.841,4.99918,1360.04,3831.93,35.562,38.812,37.437,38.687,38.687,395.2,0,0,1714650219,0,328.1233077,-0.764854698,-0.029059832,1359.160385,15,1714650239,14:43:58,1714650236,1714650239,207,0.036,0.001,0.23,0.156,420,20,1.77,1.07,-2.52731075,0.159953358,0.14266443,0,0.3778731,0.010413388,0.016263379,1,1,2,01-Feb,3.14719,2.65158,0.102378,0.104001,0.10104,0.101227,26719.8,28125,28280.2,29338.5,32738.4,33369.6,40389.3,41581.4,1.876,1.7922,0.0867248,0,24.195,999.9,66.5,27.3,24.0885,28.5619,11.254,1,-0.187561,-0.393682,20.3012,5.23167,11.8961,4.962,3.292,6154.4,9999,8412.8,106.1,1.85834,1.85361,1.85562,1.85577,1.85547,1.85532,1.85028,1.85232,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.23,0.156,0.1934,0,0,0,0.155009524,0,0,0,-1,-1,-1,-1,0.6,0.7,1.02539,2.49634,1.59424,2.15088,1.50269,2.33154,31.3898,13.3615,18,526.867,511.188,24.9998,25.0102,30.0001,25.0536,25.0343,20.6027,18.6433,65.0179,25,420,19.9041,100.853,100.687
2.5.24,29,c,1714650280,14035,20240502 14:44:40,14:44:40,none,5556.96,1714650280,0.001028891,1.028891425,6.850736998,417.48,274.1313707,27.57867558,42.00010181,0.082018979,1.98000691,0.080177189,0.050272776,63.8211672,26.25236597,25.6028,3.295760434,60.08357529,2.038968725,3.393554254,1.256791709,-45.37411185,52.68989101,5.677146939,76.8140933,0,0,1,0,25386,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,399.882,335.90088,0.84,0.1596,2,0.5,0: Broadleaf,2,1714650280,417.48,420.223,20.2673,19.8875,417.374,20.1143,530.826,100.56,0.0438656,26.0964,25.6028,999.9,0,0,4940,0,0.226619,-2.61978,426.244,428.75,0.382557,420.223,19.8875,2.03834,1.99987,17.7454,17.4433,399.882,1,0,0,327.228,4.99918,1358.58,3828.89,36.187,39.875,38.062,40.375,39.437,394.88,0,0,1714650279,0,327.1103846,-2.013128197,1.2625641,1358.682692,15,1714650300,14:44:59,1714650296,1714650300,208,-0.124,-0.003,0.106,0.153,420,20,1.88,1.28,-2.365274146,0.22960892,0.167933634,0,0.370390293,0.134114279,0.016451057,0,0,2,0/2,3.14733,2.6513,0.102401,0.104049,0.100883,0.101035,26720.4,28123.9,28281.5,29339,32743.8,33377.2,40388.9,41582,1.8752,1.7916,0.0876188,0,24.165,999.9,66.5,27.3,24.0903,29.7919,11.0657,1,-0.188171,-0.401307,20.3016,5.23047,11.8961,4.9616,3.292,6155.8,9999,8434.1,106.1,1.85828,1.85364,1.85562,1.8558,1.85547,1.85532,1.85028,1.85232,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.106,0.153,0.2296,0,0,0,0.155695238,0,0,0,-1,-1,-1,-1,0.7,0.7,1.02539,2.50488,1.59424,2.14844,1.50269,2.33521,31.3898,13.344,18,526.248,510.688,24.9998,24.9997,30.0001,25.041,25.0223,20.6011,18.9146,65.0179,25,420,19.8598,100.854,100.688
2.5.24,30,c,1714650340,14095,20240502 14:45:40,14:45:40,none,5557.08,1714650340,0.001056053,1.056052933,3.440031918,417.835,343.4213497,34.55175067,42.03853591,0.084226555,2.042254614,0.082343286,0.051630251,63.8516508,26.26706162,25.5968,3.294587001,59.96700112,2.038456741,3.399297451,1.25613026,-46.57193434,58.15589263,6.075789053,81.51139815,0,0,1,0,26900,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,400.073,336.06132,0.84,0.1596,2,0.5,0: Broadleaf,2,1714650340,417.835,419.298,20.2609,19.8709,417.727,20.1059,530.593,100.567,0.0433747,26.125,25.5968,999.9,0,0,5195,0,0.226619,-1.4649,426.473,427.799,0.387501,419.298,19.8709,2.03733,1.99836,17.7375,17.4314,400.073,1,0,0,326.058,4.99918,1357.12,3830.75,36.75,40.562,38.687,41.625,40.062,395.07,0,0,1714650339,0,326.2425769,-2.281880373,-3.164786305,1357.483462,15,1714650362,14:46:02,1714650358,1714650362,209,0.002,0.002,0.108,0.155,420,20,1.91,1.06,-2.697768049,-2.407789129,0.612388642,0,0.37279761,0.128918028,0.016237397,0,0,2,0/2,3.14707,2.65194,0.102478,0.103885,0.100863,0.100984,26718.6,28129,28282,29338.9,32745.8,33379.7,40390.5,41582.8,1.8756,1.7934,0.0885129,0,24.1442,999.9,66.5,27.3,24.0876,28.7119,11.278,1,-0.18878,-0.405011,20.3015,5.22927,11.8961,4.9616,3.292,6157.1,9999,8454.3,106.1,1.85837,1.85364,1.85562,1.85587,1.85547,1.85532,1.85028,1.85236,0,0,0,0,0,iiiiiiii,off,on,off,off,0,100,100,0.108,0.155,0.1057,0,0,0,0.15252381,0,0,0,-1,-1,-1,-1,0.7,0.7,1.02417,2.50732,1.59424,2.14966,1.50269,2.22656,31.3898,13.3177,18,526.403,511.758,25,24.9892,30.0001,25.0306,25.0115,20.5827,18.86,65.0179,25,420,19.8771,100.857,100.689
